Review,Liked,Bert_Loss,Bert_Logits,Bert_Labels,RoBerta_Loss,RoBerta_Logits,RoBert_Labels,Albert_Loss,Albert_Logits,Albert_Labels
Owner's are really great people.!,1,"tensor(0.4299, grad_fn=<NllLossBackward>)","tensor([[0.1733, 0.7948]], grad_fn=<AddmmBackward>)",1,"tensor(0.7464, grad_fn=<NllLossBackward>)","tensor([[-0.0080, -0.1119]], grad_fn=<AddmmBackward>)",0,"tensor(0.5555, grad_fn=<NllLossBackward>)","tensor([[-0.1574,  0.1398]], grad_fn=<AddmmBackward>)",1
There is nothing privileged about working/eating there.,0,"tensor(0.9029, grad_fn=<NllLossBackward>)","tensor([[0.2403, 0.6233]], grad_fn=<AddmmBackward>)",1,"tensor(0.6452, grad_fn=<NllLossBackward>)","tensor([[-0.0148, -0.1130]], grad_fn=<AddmmBackward>)",0,"tensor(0.9806, grad_fn=<NllLossBackward>)","tensor([[-0.1465,  0.3639]], grad_fn=<AddmmBackward>)",1
The Greek dressing was very creamy and flavorful.,1,"tensor(0.4372, grad_fn=<NllLossBackward>)","tensor([[0.2189, 0.8198]], grad_fn=<AddmmBackward>)",1,"tensor(0.7493, grad_fn=<NllLossBackward>)","tensor([[-0.0106, -0.1199]], grad_fn=<AddmmBackward>)",0,"tensor(0.5187, grad_fn=<NllLossBackward>)","tensor([[-0.0828,  0.3032]], grad_fn=<AddmmBackward>)",1
"Overall, I don't think that I would take my parents to this place again because they made most of the similar complaints that I silently felt too.",0,"tensor(0.9977, grad_fn=<NllLossBackward>)","tensor([[0.1321, 0.6698]], grad_fn=<AddmmBackward>)",1,"tensor(0.6395, grad_fn=<NllLossBackward>)","tensor([[-0.0099, -0.1203]], grad_fn=<AddmmBackward>)",0,"tensor(0.9389, grad_fn=<NllLossBackward>)","tensor([[-0.0429,  0.3999]], grad_fn=<AddmmBackward>)",1
Now the pizza itself was good the peanut sauce was very tasty.,1,"tensor(0.4498, grad_fn=<NllLossBackward>)","tensor([[0.2294, 0.7951]], grad_fn=<AddmmBackward>)",1,"tensor(0.7495, grad_fn=<NllLossBackward>)","tensor([[-0.0039, -0.1136]], grad_fn=<AddmmBackward>)",0,"tensor(0.5270, grad_fn=<NllLossBackward>)","tensor([[-0.0464,  0.3191]], grad_fn=<AddmmBackward>)",1
We had 7 at our table and the service was pretty fast.,1,"tensor(0.5106, grad_fn=<NllLossBackward>)","tensor([[0.2087, 0.6148]], grad_fn=<AddmmBackward>)",1,"tensor(0.7506, grad_fn=<NllLossBackward>)","tensor([[-0.0020, -0.1137]], grad_fn=<AddmmBackward>)",0,"tensor(0.5841, grad_fn=<NllLossBackward>)","tensor([[-0.0044,  0.2270]], grad_fn=<AddmmBackward>)",1
Fantastic service here.,1,"tensor(0.4992, grad_fn=<NllLossBackward>)","tensor([[0.3201, 0.7548]], grad_fn=<AddmmBackward>)",1,"tensor(0.7471, grad_fn=<NllLossBackward>)","tensor([[-0.0123, -0.1174]], grad_fn=<AddmmBackward>)",0,"tensor(0.5081, grad_fn=<NllLossBackward>)","tensor([[-0.4378, -0.0255]], grad_fn=<AddmmBackward>)",1
I as well would've given godfathers zero stars if possible.,0,"tensor(0.8491, grad_fn=<NllLossBackward>)","tensor([[0.3782, 0.6689]], grad_fn=<AddmmBackward>)",1,"tensor(0.6486, grad_fn=<NllLossBackward>)","tensor([[-0.0194, -0.1106]], grad_fn=<AddmmBackward>)",0,"tensor(0.9841, grad_fn=<NllLossBackward>)","tensor([[-0.1639,  0.3522]], grad_fn=<AddmmBackward>)",1
They know how to make them here.,1,"tensor(0.4142, grad_fn=<NllLossBackward>)","tensor([[0.1874, 0.8545]], grad_fn=<AddmmBackward>)",1,"tensor(0.7564, grad_fn=<NllLossBackward>)","tensor([[-0.0061, -0.1289]], grad_fn=<AddmmBackward>)",0,"tensor(0.4918, grad_fn=<NllLossBackward>)","tensor([[-0.1931,  0.2606]], grad_fn=<AddmmBackward>)",1
very tough and very short on flavor!,0,"tensor(0.9813, grad_fn=<NllLossBackward>)","tensor([[0.2698, 0.7814]], grad_fn=<AddmmBackward>)",1,"tensor(0.6446, grad_fn=<NllLossBackward>)","tensor([[ 0.0074, -0.0922]], grad_fn=<AddmmBackward>)",0,"tensor(0.8319, grad_fn=<NllLossBackward>)","tensor([[-0.1623,  0.0984]], grad_fn=<AddmmBackward>)",1
I hope this place sticks around.,1,"tensor(0.4325, grad_fn=<NllLossBackward>)","tensor([[0.2464, 0.8606]], grad_fn=<AddmmBackward>)",1,"tensor(0.7537, grad_fn=<NllLossBackward>)","tensor([[-0.0170, -0.1347]], grad_fn=<AddmmBackward>)",0,"tensor(0.5135, grad_fn=<NllLossBackward>)","tensor([[-0.1671,  0.2315]], grad_fn=<AddmmBackward>)",1
"I have been in more than a few bars in Vegas, and do not ever recall being charged for tap water.",0,"tensor(1.0421, grad_fn=<NllLossBackward>)","tensor([[0.1795, 0.7865]], grad_fn=<AddmmBackward>)",1,"tensor(0.6498, grad_fn=<NllLossBackward>)","tensor([[-0.0232, -0.1118]], grad_fn=<AddmmBackward>)",0,"tensor(1.0397, grad_fn=<NllLossBackward>)","tensor([[-0.1322,  0.4713]], grad_fn=<AddmmBackward>)",1
The restaurant atmosphere was exquisite.,1,"tensor(0.4594, grad_fn=<NllLossBackward>)","tensor([[0.2398, 0.7790]], grad_fn=<AddmmBackward>)",1,"tensor(0.7463, grad_fn=<NllLossBackward>)","tensor([[-0.0120, -0.1156]], grad_fn=<AddmmBackward>)",0,"tensor(0.5166, grad_fn=<NllLossBackward>)","tensor([[-0.1087,  0.2823]], grad_fn=<AddmmBackward>)",1
"Good service, very clean, and inexpensive, to boot!",1,"tensor(0.4597, grad_fn=<NllLossBackward>)","tensor([[0.2600, 0.7984]], grad_fn=<AddmmBackward>)",1,"tensor(0.7368, grad_fn=<NllLossBackward>)","tensor([[-0.0038, -0.0894]], grad_fn=<AddmmBackward>)",0,"tensor(0.4794, grad_fn=<NllLossBackward>)","tensor([[-0.3207,  0.1653]], grad_fn=<AddmmBackward>)",1
The seafood was fresh and generous in portion.,1,"tensor(0.4197, grad_fn=<NllLossBackward>)","tensor([[0.1800, 0.8310]], grad_fn=<AddmmBackward>)",1,"tensor(0.7431, grad_fn=<NllLossBackward>)","tensor([[-0.0040, -0.1016]], grad_fn=<AddmmBackward>)",0,"tensor(0.5491, grad_fn=<NllLossBackward>)","tensor([[-0.0651,  0.2471]], grad_fn=<AddmmBackward>)",1
"Plus, it's only 8 bucks.",1,"tensor(0.5249, grad_fn=<NllLossBackward>)","tensor([[0.2958, 0.6665]], grad_fn=<AddmmBackward>)",1,"tensor(0.7524, grad_fn=<NllLossBackward>)","tensor([[-0.0146, -0.1297]], grad_fn=<AddmmBackward>)",0,"tensor(0.4688, grad_fn=<NllLossBackward>)","tensor([[-0.1539,  0.3603]], grad_fn=<AddmmBackward>)",1
"The service was not up to par, either.",0,"tensor(0.8585, grad_fn=<NllLossBackward>)","tensor([[0.3669, 0.6742]], grad_fn=<AddmmBackward>)",1,"tensor(0.6460, grad_fn=<NllLossBackward>)","tensor([[-0.0157, -0.1123]], grad_fn=<AddmmBackward>)",0,"tensor(0.9193, grad_fn=<NllLossBackward>)","tensor([[-0.1356,  0.2748]], grad_fn=<AddmmBackward>)",1
"Thus far, have only visited twice and the food was absolutely delicious each time.",1,"tensor(0.4488, grad_fn=<NllLossBackward>)","tensor([[0.2082, 0.7767]], grad_fn=<AddmmBackward>)",1,"tensor(0.7454, grad_fn=<NllLossBackward>)","tensor([[-0.0151, -0.1170]], grad_fn=<AddmmBackward>)",0,"tensor(0.5179, grad_fn=<NllLossBackward>)","tensor([[-0.0490,  0.3388]], grad_fn=<AddmmBackward>)",1
Just as good as when I had it more than a year ago!,1,"tensor(0.5274, grad_fn=<NllLossBackward>)","tensor([[0.3565, 0.7210]], grad_fn=<AddmmBackward>)",1,"tensor(0.7329, grad_fn=<NllLossBackward>)","tensor([[-0.0038, -0.0818]], grad_fn=<AddmmBackward>)",0,"tensor(0.4550, grad_fn=<NllLossBackward>)","tensor([[-0.1748,  0.3764]], grad_fn=<AddmmBackward>)",1
"For a self proclaimed coffee cafe, I was wildly disappointed.",0,"tensor(0.8375, grad_fn=<NllLossBackward>)","tensor([[0.3024, 0.5729]], grad_fn=<AddmmBackward>)",1,"tensor(0.6421, grad_fn=<NllLossBackward>)","tensor([[-0.0261, -0.1309]], grad_fn=<AddmmBackward>)",0,"tensor(0.9880, grad_fn=<NllLossBackward>)","tensor([[-0.1807,  0.3416]], grad_fn=<AddmmBackward>)",1
The Veggitarian platter is out of this world!,1,"tensor(0.5166, grad_fn=<NllLossBackward>)","tensor([[0.3824, 0.7734]], grad_fn=<AddmmBackward>)",1,"tensor(0.7379, grad_fn=<NllLossBackward>)","tensor([[-0.0031, -0.0908]], grad_fn=<AddmmBackward>)",0,"tensor(0.4335, grad_fn=<NllLossBackward>)","tensor([[-0.2151,  0.3962]], grad_fn=<AddmmBackward>)",1
You cant go wrong with any of the food here.,1,"tensor(0.4047, grad_fn=<NllLossBackward>)","tensor([[0.1577, 0.8531]], grad_fn=<AddmmBackward>)",1,"tensor(0.7552, grad_fn=<NllLossBackward>)","tensor([[-0.0068, -0.1272]], grad_fn=<AddmmBackward>)",0,"tensor(0.5012, grad_fn=<NllLossBackward>)","tensor([[-0.2405,  0.1892]], grad_fn=<AddmmBackward>)",1
You can't beat that.,1,"tensor(0.5252, grad_fn=<NllLossBackward>)","tensor([[0.3923, 0.7622]], grad_fn=<AddmmBackward>)",1,"tensor(0.7504, grad_fn=<NllLossBackward>)","tensor([[-0.0097, -0.1211]], grad_fn=<AddmmBackward>)",0,"tensor(0.4694, grad_fn=<NllLossBackward>)","tensor([[-0.1952,  0.3172]], grad_fn=<AddmmBackward>)",1
"Stopped by this place while in Madison for the Ironman, very friendly, kind staff.",1,"tensor(0.4134, grad_fn=<NllLossBackward>)","tensor([[0.1760, 0.8456]], grad_fn=<AddmmBackward>)",1,"tensor(0.7477, grad_fn=<NllLossBackward>)","tensor([[-0.0058, -0.1121]], grad_fn=<AddmmBackward>)",0,"tensor(0.5024, grad_fn=<NllLossBackward>)","tensor([[0.0169, 0.4434]], grad_fn=<AddmmBackward>)",1
The chefs were friendly and did a good job.,1,"tensor(0.4381, grad_fn=<NllLossBackward>)","tensor([[0.1659, 0.7641]], grad_fn=<AddmmBackward>)",1,"tensor(0.7480, grad_fn=<NllLossBackward>)","tensor([[-0.0055, -0.1125]], grad_fn=<AddmmBackward>)",0,"tensor(0.5763, grad_fn=<NllLossBackward>)","tensor([[-0.0151,  0.2342]], grad_fn=<AddmmBackward>)",1
"I've had better, not only from dedicated boba tea spots, but even from Jenni Pho.",0,"tensor(0.9003, grad_fn=<NllLossBackward>)","tensor([[0.3485, 0.7271]], grad_fn=<AddmmBackward>)",1,"tensor(0.6404, grad_fn=<NllLossBackward>)","tensor([[-0.0164, -0.1248]], grad_fn=<AddmmBackward>)",0,"tensor(1.0768, grad_fn=<NllLossBackward>)","tensor([[-0.0625,  0.5977]], grad_fn=<AddmmBackward>)",1
I liked the patio and the service was outstanding.,1,"tensor(0.4316, grad_fn=<NllLossBackward>)","tensor([[0.1898, 0.8065]], grad_fn=<AddmmBackward>)",1,"tensor(0.7441, grad_fn=<NllLossBackward>)","tensor([[-0.0081, -0.1076]], grad_fn=<AddmmBackward>)",0,"tensor(0.6113, grad_fn=<NllLossBackward>)","tensor([[-0.0074,  0.1635]], grad_fn=<AddmmBackward>)",1
The goat taco didn't skimp on the meat and wow what FLAVOR!,1,"tensor(0.4817, grad_fn=<NllLossBackward>)","tensor([[0.2241, 0.7041]], grad_fn=<AddmmBackward>)",1,"tensor(0.7417, grad_fn=<NllLossBackward>)","tensor([[ 0.0031, -0.0918]], grad_fn=<AddmmBackward>)",0,"tensor(0.5963, grad_fn=<NllLossBackward>)","tensor([[-0.1407,  0.0634]], grad_fn=<AddmmBackward>)",1
I think not again,0,"tensor(0.6916, grad_fn=<NllLossBackward>)","tensor([[0.5157, 0.5127]], grad_fn=<AddmmBackward>)",0,"tensor(0.6517, grad_fn=<NllLossBackward>)","tensor([[ 0.0027, -0.0820]], grad_fn=<AddmmBackward>)",0,"tensor(0.9977, grad_fn=<NllLossBackward>)","tensor([[-0.2557,  0.2819]], grad_fn=<AddmmBackward>)",1
I had the mac salad and it was pretty bland so I will not be getting that again.,0,"tensor(0.9846, grad_fn=<NllLossBackward>)","tensor([[0.2185, 0.7353]], grad_fn=<AddmmBackward>)",1,"tensor(0.6343, grad_fn=<NllLossBackward>)","tensor([[ 0.0106, -0.1107]], grad_fn=<AddmmBackward>)",0,"tensor(0.9531, grad_fn=<NllLossBackward>)","tensor([[-0.1387,  0.3274]], grad_fn=<AddmmBackward>)",1
I went to Bachi Burger on a friend's recommendation and was not disappointed.,1,"tensor(0.4091, grad_fn=<NllLossBackward>)","tensor([[0.1380, 0.8202]], grad_fn=<AddmmBackward>)",1,"tensor(0.7515, grad_fn=<NllLossBackward>)","tensor([[-0.0088, -0.1222]], grad_fn=<AddmmBackward>)",0,"tensor(0.4477, grad_fn=<NllLossBackward>)","tensor([[-0.0847,  0.4869]], grad_fn=<AddmmBackward>)",1
Service stinks here!,0,"tensor(0.8794, grad_fn=<NllLossBackward>)","tensor([[0.3798, 0.7231]], grad_fn=<AddmmBackward>)",1,"tensor(0.6513, grad_fn=<NllLossBackward>)","tensor([[-0.0063, -0.0918]], grad_fn=<AddmmBackward>)",0,"tensor(0.9905, grad_fn=<NllLossBackward>)","tensor([[-0.3944,  0.1319]], grad_fn=<AddmmBackward>)",1
I waited and waited.,0,"tensor(1.1259, grad_fn=<NllLossBackward>)","tensor([[0.1888, 0.9226]], grad_fn=<AddmmBackward>)",1,"tensor(0.6362, grad_fn=<NllLossBackward>)","tensor([[-0.0189, -0.1361]], grad_fn=<AddmmBackward>)",0,"tensor(0.9676, grad_fn=<NllLossBackward>)","tensor([[-0.2779,  0.2116]], grad_fn=<AddmmBackward>)",1
"This place is not quality sushi, it is not a quality restaurant.",0,"tensor(1.0824, grad_fn=<NllLossBackward>)","tensor([[0.1819, 0.8506]], grad_fn=<AddmmBackward>)",1,"tensor(0.6352, grad_fn=<NllLossBackward>)","tensor([[ 0.0023, -0.1172]], grad_fn=<AddmmBackward>)",0,"tensor(0.9225, grad_fn=<NllLossBackward>)","tensor([[-0.1022,  0.3136]], grad_fn=<AddmmBackward>)",1
I would definitely recommend the wings as well as the pizza.,1,"tensor(0.5046, grad_fn=<NllLossBackward>)","tensor([[0.2969, 0.7181]], grad_fn=<AddmmBackward>)",1,"tensor(0.7450, grad_fn=<NllLossBackward>)","tensor([[-0.0168, -0.1180]], grad_fn=<AddmmBackward>)",0,"tensor(0.5569, grad_fn=<NllLossBackward>)","tensor([[-0.0649,  0.2291]], grad_fn=<AddmmBackward>)",1
Great Pizza and Salads!,1,"tensor(0.4570, grad_fn=<NllLossBackward>)","tensor([[0.2571, 0.8031]], grad_fn=<AddmmBackward>)",1,"tensor(0.7400, grad_fn=<NllLossBackward>)","tensor([[ 0.0045, -0.0872]], grad_fn=<AddmmBackward>)",0,"tensor(0.4990, grad_fn=<NllLossBackward>)","tensor([[-0.3457,  0.0897]], grad_fn=<AddmmBackward>)",1
Things that went wrong: - They burned the saganaki.,0,"tensor(0.9308, grad_fn=<NllLossBackward>)","tensor([[0.3267, 0.7562]], grad_fn=<AddmmBackward>)",1,"tensor(0.6392, grad_fn=<NllLossBackward>)","tensor([[-0.0054, -0.1163]], grad_fn=<AddmmBackward>)",0,"tensor(0.8514, grad_fn=<NllLossBackward>)","tensor([[0.0233, 0.3181]], grad_fn=<AddmmBackward>)",1
We waited an hour for what was a breakfast I could have done 100 times better at home.,0,"tensor(0.9090, grad_fn=<NllLossBackward>)","tensor([[0.3040, 0.6973]], grad_fn=<AddmmBackward>)",1,"tensor(0.6411, grad_fn=<NllLossBackward>)","tensor([[-0.0165, -0.1234]], grad_fn=<AddmmBackward>)",0,"tensor(1.0010, grad_fn=<NllLossBackward>)","tensor([[-0.0418,  0.5012]], grad_fn=<AddmmBackward>)",1
This place is amazing!,1,"tensor(0.5433, grad_fn=<NllLossBackward>)","tensor([[0.3261, 0.6523]], grad_fn=<AddmmBackward>)",1,"tensor(0.7394, grad_fn=<NllLossBackward>)","tensor([[-0.0040, -0.0945]], grad_fn=<AddmmBackward>)",0,"tensor(0.5199, grad_fn=<NllLossBackward>)","tensor([[-0.1984,  0.1846]], grad_fn=<AddmmBackward>)",1
"I hate to disagree with my fellow Yelpers, but my husband and I were so disappointed with this place.",0,"tensor(0.9446, grad_fn=<NllLossBackward>)","tensor([[0.2660, 0.7183]], grad_fn=<AddmmBackward>)",1,"tensor(0.6447, grad_fn=<NllLossBackward>)","tensor([[-0.0238, -0.1231]], grad_fn=<AddmmBackward>)",0,"tensor(0.9565, grad_fn=<NllLossBackward>)","tensor([[-0.1083,  0.3632]], grad_fn=<AddmmBackward>)",1
Waited 2 hours & never got either of our pizzas as many other around us who came in later did!,0,"tensor(0.9521, grad_fn=<NllLossBackward>)","tensor([[0.2306, 0.6950]], grad_fn=<AddmmBackward>)",1,"tensor(0.6515, grad_fn=<NllLossBackward>)","tensor([[ 0.0024, -0.0827]], grad_fn=<AddmmBackward>)",0,"tensor(0.8694, grad_fn=<NllLossBackward>)","tensor([[0.0395, 0.3655]], grad_fn=<AddmmBackward>)",1
Just don't know why they were so slow.,0,"tensor(0.9277, grad_fn=<NllLossBackward>)","tensor([[0.2750, 0.6994]], grad_fn=<AddmmBackward>)",1,"tensor(0.6449, grad_fn=<NllLossBackward>)","tensor([[-0.0126, -0.1115]], grad_fn=<AddmmBackward>)",0,"tensor(0.8753, grad_fn=<NllLossBackward>)","tensor([[-0.0981,  0.2382]], grad_fn=<AddmmBackward>)",1
"The staff is great, the food is delish, and they have an incredible beer selection.",1,"tensor(0.4490, grad_fn=<NllLossBackward>)","tensor([[0.2073, 0.7751]], grad_fn=<AddmmBackward>)",1,"tensor(0.7499, grad_fn=<NllLossBackward>)","tensor([[-0.0090, -0.1195]], grad_fn=<AddmmBackward>)",0,"tensor(0.5051, grad_fn=<NllLossBackward>)","tensor([[-0.0309,  0.3888]], grad_fn=<AddmmBackward>)",1
"I live in the neighborhood so I am disappointed I won't be back here, because it is a convenient location.",0,"tensor(1.0599, grad_fn=<NllLossBackward>)","tensor([[0.1696, 0.8041]], grad_fn=<AddmmBackward>)",1,"tensor(0.6427, grad_fn=<NllLossBackward>)","tensor([[-0.0089, -0.1124]], grad_fn=<AddmmBackward>)",0,"tensor(0.9392, grad_fn=<NllLossBackward>)","tensor([[-0.0327,  0.4106]], grad_fn=<AddmmBackward>)",1
I didn't know pulled pork could be soooo delicious.,1,"tensor(0.4786, grad_fn=<NllLossBackward>)","tensor([[0.2479, 0.7361]], grad_fn=<AddmmBackward>)",1,"tensor(0.7489, grad_fn=<NllLossBackward>)","tensor([[-0.0168, -0.1253]], grad_fn=<AddmmBackward>)",0,"tensor(0.5019, grad_fn=<NllLossBackward>)","tensor([[-0.0927,  0.3351]], grad_fn=<AddmmBackward>)",1
"You get incredibly fresh fish, prepared with care.",1,"tensor(0.4263, grad_fn=<NllLossBackward>)","tensor([[0.2314, 0.8634]], grad_fn=<AddmmBackward>)",1,"tensor(0.7509, grad_fn=<NllLossBackward>)","tensor([[-0.0005, -0.1128]], grad_fn=<AddmmBackward>)",0,"tensor(0.4873, grad_fn=<NllLossBackward>)","tensor([[-0.2146,  0.2507]], grad_fn=<AddmmBackward>)",1
Before I go in to why I gave a 1 star rating please know that this was my third time eating at Bachi burger before writing a review.,0,"tensor(1.0093, grad_fn=<NllLossBackward>)","tensor([[0.2534, 0.8094]], grad_fn=<AddmmBackward>)",1,"tensor(0.6388, grad_fn=<NllLossBackward>)","tensor([[-0.0088, -0.1206]], grad_fn=<AddmmBackward>)",0,"tensor(0.9447, grad_fn=<NllLossBackward>)","tensor([[0.0075, 0.4599]], grad_fn=<AddmmBackward>)",1
I love the fact that everything on their menu is worth it.,1,"tensor(0.4904, grad_fn=<NllLossBackward>)","tensor([[0.2782, 0.7355]], grad_fn=<AddmmBackward>)",1,"tensor(0.7552, grad_fn=<NllLossBackward>)","tensor([[-0.0104, -0.1310]], grad_fn=<AddmmBackward>)",0,"tensor(0.4601, grad_fn=<NllLossBackward>)","tensor([[-0.1397,  0.3977]], grad_fn=<AddmmBackward>)",1
Never again will I be dining at this place!,0,"tensor(0.8466, grad_fn=<NllLossBackward>)","tensor([[0.4128, 0.6993]], grad_fn=<AddmmBackward>)",1,"tensor(0.6537, grad_fn=<NllLossBackward>)","tensor([[-0.0038, -0.0844]], grad_fn=<AddmmBackward>)",0,"tensor(0.9798, grad_fn=<NllLossBackward>)","tensor([[-0.1374,  0.3717]], grad_fn=<AddmmBackward>)",1
The food was excellent and service was very good.,1,"tensor(0.4168, grad_fn=<NllLossBackward>)","tensor([[0.1679, 0.8276]], grad_fn=<AddmmBackward>)",1,"tensor(0.7440, grad_fn=<NllLossBackward>)","tensor([[-0.0115, -0.1107]], grad_fn=<AddmmBackward>)",0,"tensor(0.5910, grad_fn=<NllLossBackward>)","tensor([[-0.0063,  0.2096]], grad_fn=<AddmmBackward>)",1
Good beer & drink selection and good food selection.,1,"tensor(0.4829, grad_fn=<NllLossBackward>)","tensor([[0.2373, 0.7141]], grad_fn=<AddmmBackward>)",1,"tensor(0.7419, grad_fn=<NllLossBackward>)","tensor([[-0.0062, -0.1015]], grad_fn=<AddmmBackward>)",0,"tensor(0.4448, grad_fn=<NllLossBackward>)","tensor([[-0.1880,  0.3915]], grad_fn=<AddmmBackward>)",1
Please stay away from the shrimp stir fried noodles.,0,"tensor(0.9568, grad_fn=<NllLossBackward>)","tensor([[0.3194, 0.7915]], grad_fn=<AddmmBackward>)",1,"tensor(0.6399, grad_fn=<NllLossBackward>)","tensor([[-0.0024, -0.1119]], grad_fn=<AddmmBackward>)",0,"tensor(1.0129, grad_fn=<NllLossBackward>)","tensor([[-0.2334,  0.3283]], grad_fn=<AddmmBackward>)",1
The potato chip order was sad... I could probably count how many chips were in that box and it was probably around 12.,0,"tensor(0.8116, grad_fn=<NllLossBackward>)","tensor([[0.2740, 0.4983]], grad_fn=<AddmmBackward>)",1,"tensor(0.6385, grad_fn=<NllLossBackward>)","tensor([[-0.0028, -0.1153]], grad_fn=<AddmmBackward>)",0,"tensor(0.9540, grad_fn=<NllLossBackward>)","tensor([[-0.0096,  0.4580]], grad_fn=<AddmmBackward>)",1
Food was really boring.,0,"tensor(1.0664, grad_fn=<NllLossBackward>)","tensor([[0.1807, 0.8251]], grad_fn=<AddmmBackward>)",1,"tensor(0.6379, grad_fn=<NllLossBackward>)","tensor([[-0.0120, -0.1257]], grad_fn=<AddmmBackward>)",0,"tensor(0.9054, grad_fn=<NllLossBackward>)","tensor([[-0.1309,  0.2564]], grad_fn=<AddmmBackward>)",1
Good Service-check!,1,"tensor(0.5386, grad_fn=<NllLossBackward>)","tensor([[0.3636, 0.7009]], grad_fn=<AddmmBackward>)",1,"tensor(0.7401, grad_fn=<NllLossBackward>)","tensor([[ 0.0063, -0.0856]], grad_fn=<AddmmBackward>)",0,"tensor(0.4600, grad_fn=<NllLossBackward>)","tensor([[-0.4473,  0.0903]], grad_fn=<AddmmBackward>)",1
This greedy corporation will NEVER see another dime from me!,0,"tensor(0.9806, grad_fn=<NllLossBackward>)","tensor([[0.3309, 0.8414]], grad_fn=<AddmmBackward>)",1,"tensor(0.6508, grad_fn=<NllLossBackward>)","tensor([[ 0.0001, -0.0866]], grad_fn=<AddmmBackward>)",0,"tensor(0.9321, grad_fn=<NllLossBackward>)","tensor([[-0.1535,  0.2781]], grad_fn=<AddmmBackward>)",1
"Will never, ever go back.",0,"tensor(1.1113, grad_fn=<NllLossBackward>)","tensor([[0.2197, 0.9318]], grad_fn=<AddmmBackward>)",1,"tensor(0.6460, grad_fn=<NllLossBackward>)","tensor([[-0.0207, -0.1174]], grad_fn=<AddmmBackward>)",0,"tensor(0.9892, grad_fn=<NllLossBackward>)","tensor([[-0.1456,  0.3787]], grad_fn=<AddmmBackward>)",1
"As much as I'd like to go back, I can't get passed the atrocious service and will never return.",0,"tensor(0.9749, grad_fn=<NllLossBackward>)","tensor([[0.3235, 0.8248]], grad_fn=<AddmmBackward>)",1,"tensor(0.6456, grad_fn=<NllLossBackward>)","tensor([[-0.0163, -0.1139]], grad_fn=<AddmmBackward>)",0,"tensor(1.0236, grad_fn=<NllLossBackward>)","tensor([[-0.1485,  0.4299]], grad_fn=<AddmmBackward>)",1
"In the summer, you can dine in a charming outdoor patio - so very delightful.",1,"tensor(0.4581, grad_fn=<NllLossBackward>)","tensor([[0.3116, 0.8545]], grad_fn=<AddmmBackward>)",1,"tensor(0.7523, grad_fn=<NllLossBackward>)","tensor([[ 0.0031, -0.1119]], grad_fn=<AddmmBackward>)",0,"tensor(0.5067, grad_fn=<NllLossBackward>)","tensor([[-0.1437,  0.2721]], grad_fn=<AddmmBackward>)",1
I did not expect this to be so good!,1,"tensor(0.4746, grad_fn=<NllLossBackward>)","tensor([[0.2670, 0.7656]], grad_fn=<AddmmBackward>)",1,"tensor(0.7392, grad_fn=<NllLossBackward>)","tensor([[-0.0006, -0.0907]], grad_fn=<AddmmBackward>)",0,"tensor(0.5069, grad_fn=<NllLossBackward>)","tensor([[-0.1653,  0.2499]], grad_fn=<AddmmBackward>)",1
Fantastic food!,1,"tensor(0.4823, grad_fn=<NllLossBackward>)","tensor([[0.2672, 0.7456]], grad_fn=<AddmmBackward>)",1,"tensor(0.7408, grad_fn=<NllLossBackward>)","tensor([[ 0.0057, -0.0874]], grad_fn=<AddmmBackward>)",0,"tensor(0.5560, grad_fn=<NllLossBackward>)","tensor([[-0.1327,  0.1633]], grad_fn=<AddmmBackward>)",1
She ordered a toasted English muffin that came out untoasted.,0,"tensor(0.9989, grad_fn=<NllLossBackward>)","tensor([[0.2768, 0.8164]], grad_fn=<AddmmBackward>)",1,"tensor(0.6338, grad_fn=<NllLossBackward>)","tensor([[-0.0145, -0.1370]], grad_fn=<AddmmBackward>)",0,"tensor(1.0199, grad_fn=<NllLossBackward>)","tensor([[-0.0795,  0.4931]], grad_fn=<AddmmBackward>)",1
The food was very good.,1,"tensor(0.4619, grad_fn=<NllLossBackward>)","tensor([[0.2373, 0.7699]], grad_fn=<AddmmBackward>)",1,"tensor(0.7478, grad_fn=<NllLossBackward>)","tensor([[-0.0093, -0.1156]], grad_fn=<AddmmBackward>)",0,"tensor(0.5435, grad_fn=<NllLossBackward>)","tensor([[-0.0412,  0.2846]], grad_fn=<AddmmBackward>)",1
Never going back.,0,"tensor(1.1129, grad_fn=<NllLossBackward>)","tensor([[0.1719, 0.8864]], grad_fn=<AddmmBackward>)",1,"tensor(0.6398, grad_fn=<NllLossBackward>)","tensor([[-0.0131, -0.1229]], grad_fn=<AddmmBackward>)",0,"tensor(1.0125, grad_fn=<NllLossBackward>)","tensor([[-0.2158,  0.3452]], grad_fn=<AddmmBackward>)",1
"Great food for the price, which is very high quality and house made.",1,"tensor(0.4286, grad_fn=<NllLossBackward>)","tensor([[0.1813, 0.8067]], grad_fn=<AddmmBackward>)",1,"tensor(0.7445, grad_fn=<NllLossBackward>)","tensor([[-0.0025, -0.1027]], grad_fn=<AddmmBackward>)",0,"tensor(0.5260, grad_fn=<NllLossBackward>)","tensor([[-0.1144,  0.2536]], grad_fn=<AddmmBackward>)",1
