sentence,label
so skeeved out that they 'd need a shower ,1
"while not for every taste , this often very funny collegiate gross-out comedy goes a long way toward restoring the luster of the national lampoon film franchise , too long reduced to direct-to-video irrelevancy . ",1
"'' feels capable of charming the masses with star power , a pop-induced score and sentimental moments that have become a spielberg trademark . ",1
deserve a passing grade ,1
reveals how important our special talents can be when put in service of of others . ,1
oscar ,1
"passionate , tumultuous affair ",1
"an entertaining british hybrid of comedy , caper thrills and quirky romance . ",1
transporting is that it 's also one of the smartest ,1
"been written so well , that even a simple `` goddammit ",1
of those underrated professionals who deserve but rarely receive it ,1
the most affecting depictions of a love affair ,1
"is in the right place , his plea for democracy and civic action laudable ",1
with a creepy and dead-on performance ,1
rich and full ,1
wide-awake all the way through ,1
elvira fans could hardly ask for more . ,1
"while not for every taste , this often very funny collegiate gross-out comedy goes a long way toward restoring the luster of the national lampoon film franchise , too long reduced to direct-to-video irrelevancy . ",1
a beautifully ,1
striking deep chords of sadness ,1
"hugely entertaining from start to finish , featuring a fall from grace that still leaves shockwaves ",1
be surprised at the variety of tones in spielberg 's work ,1
huge-screen format to make an old-fashioned nature film that educates viewers with words and pictures while entertaining them ,1
rich and full ,1
some serious suspense ,1
so much like a young robert deniro ,1
breathless anticipation ,1
a legacy ,1
spiffy animated feature ,1
a showdown ,1
"hashiguchi covers this territory with wit and originality , suggesting that with his fourth feature -- the first to be released in the u.s. -- a major director is emerging in world cinema . ",1
